CVE_ID;Year;CVSS_Score;Severity;Attack_Vector;Attack_Complexity;Privileges_Required;User_Interaction;Confidentiality_Impact;Integrity_Impact;Availability_Impact;Automatable
CVE-2024-0068;2024;5.5;MEDIUM;LOCAL;HIGH;LOW;REQUIRED;LOW;HIGH;LOW;no
CVE-2024-0071;2024;7.8;HIGH;;;;;;;;no
CVE-2024-0072;2024;3.3;LOW;LOCAL;LOW;NONE;REQUIRED;NONE;NONE;LOW;no
CVE-2024-0073;2024;7.8;HIGH;;;;;;;;no
CVE-2024-0074;2024;7.1;HIGH;;;;;;;;no
CVE-2024-0075;2024;6.1;MEDIUM;;;;;;;;no
CVE-2024-0076;2024;3.3;LOW;LOCAL;LOW;NONE;REQUIRED;NONE;NONE;LOW;no
CVE-2024-0077;2024;7.8;HIGH;;;;;;;;no
CVE-2024-0078;2024;6.5;MEDIUM;;;;;;;;no
CVE-2024-0079;2024;6.5;MEDIUM;;;;;;;;no
CVE-2024-0080;2024;2.8;LOW;LOCAL;LOW;LOW;REQUIRED;NONE;NONE;LOW;no
CVE-2024-0081;2024;8.6;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2024-0082;2024;8.2;HIGH;;;;;;;;no
CVE-2024-0083;2024;6.5;MEDIUM;;;;;;;;yes
CVE-2024-0084;2024;7.8;HIGH;;;;;;;;no
CVE-2024-0085;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0086;2024;5.5;MEDIUM;;;;;;;;no
CVE-2024-0087;2024;9.0;CRITICAL;;;;;;;;no
CVE-2024-0088;2024;5.5;MEDIUM;;;;;;;;no
CVE-2024-0089;2024;7.8;HIGH;;;;;;;;no
CVE-2024-0090;2024;7.8;HIGH;;;;;;;;no
CVE-2024-0091;2024;7.8;HIGH;;;;;;;;no
CVE-2024-0092;2024;5.5;MEDIUM;;;;;;;;no
CVE-2024-0093;2024;6.5;MEDIUM;;;;;;;;no
CVE-2024-0094;2024;5.5;MEDIUM;;;;;;;;no
CVE-2024-0095;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0096;2024;7.5;HIGH;;;;;;;;no
CVE-2024-0097;2024;7.5;HIGH;;;;;;;;no
CVE-2024-0098;2024;5.5;MEDIUM;;;;;;;;no
CVE-2024-0099;2024;7.8;HIGH;;;;;;;;no
CVE-2024-0100;2024;6.5;MEDIUM;;;;;;;;no
CVE-2024-0101;2024;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2024-0102;2024;3.3;LOW;LOCAL;LOW;NONE;REQUIRED;NONE;NONE;LOW;no
CVE-2024-0103;2024;5.4;MEDIUM;;;;;;;;no
CVE-2024-0104;2024;4.2;MEDIUM;NETWORK;HIGH;LOW;NONE;LOW;LOW;NONE;no
CVE-2024-0105;2024;8.9;HIGH;ADJACENT_NETWORK;LOW;LOW;NONE;LOW;HIGH;HIGH;no
CVE-2024-0106;2024;8.7;HIGH;LOCAL;LOW;LOW;NONE;LOW;HIGH;HIGH;no
CVE-2024-0107;2024;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0108;2024;8.7;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;LOW;no
CVE-2024-0109;2024;3.3;LOW;LOCAL;LOW;NONE;REQUIRED;NONE;NONE;LOW;no
CVE-2024-0110;2024;4.4;MEDIUM;LOCAL;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0111;2024;4.4;MEDIUM;LOCAL;LOW;NONE;REQUIRED;NONE;LOW;LOW;no
CVE-2024-0112;2024;7.5;HIGH;LOCAL;HIGH;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0113;2024;7.5;HIGH;NETWORK;HIGH;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0114;2024;8.1;HIGH;LOCAL;LOW;HIGH;NONE;LOW;HIGH;HIGH;no
CVE-2024-0115;2024;6.1;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;LOW;HIGH;no
CVE-2024-0116;2024;4.9;MEDIUM;NETWORK;LOW;HIGH;NONE;NONE;NONE;HIGH;no
CVE-2024-0117;2024;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0118;2024;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0119;2024;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0120;2024;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0121;2024;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0122;2024;7.6;HIGH;ADJACENT_NETWORK;LOW;NONE;NONE;HIGH;LOW;LOW;no
CVE-2024-0123;2024;3.3;LOW;LOCAL;LOW;NONE;REQUIRED;NONE;NONE;LOW;no
CVE-2024-0124;2024;3.3;LOW;LOCAL;LOW;NONE;REQUIRED;NONE;NONE;LOW;no
CVE-2024-0125;2024;3.3;LOW;LOCAL;LOW;NONE;REQUIRED;NONE;NONE;LOW;no
CVE-2024-0126;2024;8.2;HIGH;LOCAL;LOW;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0127;2024;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0128;2024;7.1;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;NONE;no
CVE-2024-0129;2024;6.3;MEDIUM;LOCAL;LOW;LOW;NONE;LOW;LOW;LOW;no
CVE-2024-0130;2024;8.8;HIGH;ADJACENT_NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0131;2024;4.4;MEDIUM;LOCAL;LOW;HIGH;NONE;NONE;NONE;HIGH;no
CVE-2024-0132;2024;9.0;CRITICAL;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0133;2024;4.1;MEDIUM;NETWORK;LOW;LOW;REQUIRED;NONE;LOW;NONE;no
CVE-2024-0134;2024;4.1;MEDIUM;NETWORK;LOW;LOW;REQUIRED;NONE;LOW;NONE;no
CVE-2024-0135;2024;7.6;HIGH;NETWORK;HIGH;HIGH;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0136;2024;7.6;HIGH;NETWORK;HIGH;HIGH;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0137;2024;5.5;MEDIUM;NETWORK;HIGH;LOW;REQUIRED;LOW;LOW;LOW;no
CVE-2024-0138;2024;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2024-0139;2024;4.4;MEDIUM;LOCAL;HIGH;LOW;REQUIRED;NONE;NONE;HIGH;no
CVE-2024-0140;2024;6.8;MEDIUM;LOCAL;LOW;LOW;REQUIRED;LOW;HIGH;HIGH;no
CVE-2024-0141;2024;6.8;MEDIUM;NETWORK;LOW;HIGH;NONE;NONE;NONE;HIGH;no
CVE-2024-0142;2024;6.8;MEDIUM;NETWORK;HIGH;NONE;REQUIRED;NONE;HIGH;HIGH;no
CVE-2024-0143;2024;6.8;MEDIUM;NETWORK;HIGH;NONE;REQUIRED;NONE;HIGH;HIGH;no
CVE-2024-0144;2024;6.8;MEDIUM;NETWORK;HIGH;NONE;REQUIRED;NONE;HIGH;HIGH;no
CVE-2024-0145;2024;6.8;MEDIUM;NETWORK;HIGH;NONE;REQUIRED;NONE;HIGH;HIGH;no
CVE-2024-0146;2024;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0147;2024;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2024-0148;2024;7.6;HIGH;PHYSICAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0149;2024;3.3;LOW;LOCAL;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2024-0150;2024;7.1;HIGH;LOCAL;LOW;LOW;NONE;NONE;HIGH;HIGH;no
CVE-2024-0151;2024;6.5;MEDIUM;NETWORK;HIGH;NONE;NONE;HIGH;LOW;NONE;no
CVE-2024-0153;2024;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0154;2024;3.8;LOW;LOCAL;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2024-0155;2024;7.0;HIGH;LOCAL;HIGH;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0156;2024;7.0;HIGH;LOCAL;HIGH;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0157;2024;5.9;MEDIUM;NETWORK;HIGH;NONE;NONE;NONE;NONE;HIGH;no
CVE-2024-0158;2024;5.1;MEDIUM;LOCAL;LOW;HIGH;NONE;NONE;HIGH;LOW;no
CVE-2024-0159;2024;6.7;MEDIUM;LOCAL;HIGH;LOW;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0160;2024;6.8;MEDIUM;PHYSICAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0161;2024;7.2;HIGH;LOCAL;HIGH;HIGH;NONE;NONE;HIGH;HIGH;no
CVE-2024-0162;2024;5.3;MEDIUM;LOCAL;HIGH;LOW;NONE;LOW;LOW;LOW;no
CVE-2024-0163;2024;5.3;MEDIUM;LOCAL;HIGH;LOW;NONE;LOW;LOW;LOW;no
CVE-2024-0164;2024;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0165;2024;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0166;2024;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0167;2024;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0168;2024;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0169;2024;5.7;MEDIUM;NETWORK;LOW;LOW;REQUIRED;HIGH;NONE;NONE;no
CVE-2024-0170;2024;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0171;2024;5.3;MEDIUM;LOCAL;HIGH;LOW;NONE;LOW;LOW;LOW;no
CVE-2024-0172;2024;7.9;HIGH;LOCAL;LOW;NONE;NONE;NONE;HIGH;LOW;no
CVE-2024-0173;2024;3.8;LOW;LOCAL;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2024-0179;2024;8.2;HIGH;LOCAL;LOW;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0181;2024;2.4;LOW;;;;;;;;no
CVE-2024-0182;2024;7.3;HIGH;;;;;;;;yes
CVE-2024-0183;2024;2.4;LOW;;;;;;;;no
CVE-2024-0184;2024;2.4;LOW;;;;;;;;no
CVE-2024-0185;2024;4.7;MEDIUM;;;;;;;;no
CVE-2024-0186;2024;3.7;LOW;;;;;;;;no
CVE-2024-0187;2024;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0188;2024;3.1;LOW;;;;;;;;no
CVE-2024-0189;2024;3.5;LOW;;;;;;;;no
CVE-2024-0190;2024;3.5;LOW;;;;;;;;yes
CVE-2024-0191;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0192;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0193;2024;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0194;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0195;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0196;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0197;2024;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0199;2024;7.7;HIGH;NETWORK;HIGH;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2024-0200;2024;7.2;HIGH;NETWORK;HIGH;HIGH;NONE;HIGH;LOW;LOW;no
CVE-2024-0201;2024;5.4;MEDIUM;;;;;;;;no
CVE-2024-0202;2024;5.9;MEDIUM;NETWORK;HIGH;NONE;NONE;HIGH;NONE;NONE;no
CVE-2024-0203;2024;8.8;HIGH;;;;;;;;no
CVE-2024-0204;2024;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2024-0206;2024;7.1;HIGH;LOCAL;LOW;LOW;NONE;NONE;HIGH;HIGH;no
CVE-2024-0207;2024;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0208;2024;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0209;2024;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0210;2024;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0211;2024;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0212;2024;8.1;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;NONE;no
CVE-2024-0213;2024;8.2;HIGH;LOCAL;LOW;LOW;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0216;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0217;2024;3.3;LOW;LOCAL;LOW;LOW;NONE;NONE;NONE;LOW;no
CVE-2024-0218;2024;8.2;HIGH;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2024-0219;2024;7.8;HIGH;LOCAL;HIGH;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0220;2024;8.3;HIGH;NETWORK;HIGH;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0221;2024;9.1;CRITICAL;;;;;;;;no
CVE-2024-0222;2024;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;yes
CVE-2024-0223;2024;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;yes
CVE-2024-0224;2024;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;yes
CVE-2024-0225;2024;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;yes
CVE-2024-0226;2024;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0229;2024;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0230;2024;2.4;LOW;PHYSICAL;LOW;NONE;NONE;LOW;NONE;NONE;no
CVE-2024-0231;2024;2.7;LOW;NETWORK;LOW;HIGH;NONE;NONE;LOW;NONE;no
CVE-2024-0232;2024;4.7;MEDIUM;LOCAL;HIGH;NONE;REQUIRED;NONE;NONE;HIGH;no
CVE-2024-0233;2024;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0235;2024;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;NONE;yes
CVE-2024-0236;2024;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;NONE;no
CVE-2024-0237;2024;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;LOW;NONE;yes
CVE-2024-0238;2024;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0239;2024;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0240;2024;6.5;MEDIUM;ADJACENT_NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;no
CVE-2024-0241;2024;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2024-0242;2024;7.3;HIGH;PHYSICAL;LOW;NONE;NONE;NONE;HIGH;HIGH;no
CVE-2024-0243;2024;3.7;LOW;LOCAL;HIGH;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0244;2024;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0245;2024;5.5;MEDIUM;LOCAL;LOW;NONE;REQUIRED;HIGH;NONE;NONE;no
CVE-2024-0246;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0247;2024;7.3;HIGH;;;;;;;;yes
CVE-2024-0248;2024;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;LOW;NONE;no
CVE-2024-0249;2024;7.1;HIGH;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2024-0250;2024;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0251;2024;6.1;MEDIUM;;;;;;;;no
CVE-2024-0252;2024;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0253;2024;8.3;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;LOW;no
CVE-2024-0254;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0255;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0256;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0257;2024;3.3;LOW;LOCAL;LOW;NONE;REQUIRED;NONE;NONE;LOW;no
CVE-2024-0258;2024;8.2;HIGH;LOCAL;LOW;HIGH;NONE;HIGH;HIGH;HIGH;yes
CVE-2024-0259;2024;7.3;HIGH;LOCAL;LOW;LOW;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0260;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0261;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0262;2024;2.4;LOW;;;;;;;;no
CVE-2024-0263;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0264;2024;7.3;HIGH;;;;;;;;yes
CVE-2024-0265;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0266;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0267;2024;7.3;HIGH;;;;;;;;yes
CVE-2024-0268;2024;7.3;HIGH;;;;;;;;no
CVE-2024-0269;2024;8.3;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;LOW;no
CVE-2024-0270;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0271;2024;6.3;MEDIUM;;;;;;;;yes
CVE-2024-0272;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0273;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0274;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0275;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0276;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0277;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0278;2024;6.3;MEDIUM;;;;;;;;yes
CVE-2024-0279;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0280;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0281;2024;6.3;MEDIUM;;;;;;;;yes
CVE-2024-0282;2024;3.5;LOW;;;;;;;;no
CVE-2024-0283;2024;3.5;LOW;;;;;;;;no
CVE-2024-0284;2024;3.5;LOW;;;;;;;;no
CVE-2024-0285;2024;4.7;MEDIUM;ADJACENT_NETWORK;HIGH;NONE;NONE;NONE;LOW;LOW;no
CVE-2024-0286;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0287;2024;6.3;MEDIUM;;;;;;;;yes
CVE-2024-0288;2024;6.3;MEDIUM;;;;;;;;yes
CVE-2024-0289;2024;6.3;MEDIUM;;;;;;;;yes
CVE-2024-0290;2024;6.3;MEDIUM;;;;;;;;yes
CVE-2024-0291;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0292;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0293;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0294;2024;7.3;HIGH;;;;;;;;yes
CVE-2024-0295;2024;7.3;HIGH;;;;;;;;yes
CVE-2024-0296;2024;7.3;HIGH;;;;;;;;yes
CVE-2024-0297;2024;7.3;HIGH;;;;;;;;yes
CVE-2024-0298;2024;7.3;HIGH;;;;;;;;yes
CVE-2024-0299;2024;7.3;HIGH;;;;;;;;yes
CVE-2024-0300;2024;6.3;MEDIUM;;;;;;;;yes
CVE-2024-0301;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0302;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0303;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0304;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0305;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0306;2024;7.3;HIGH;;;;;;;;no
CVE-2024-0307;2024;7.3;HIGH;;;;;;;;no
CVE-2024-0308;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0310;2024;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0311;2024;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;HIGH;NONE;no
CVE-2024-0312;2024;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;HIGH;NONE;no
CVE-2024-0313;2024;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;HIGH;NONE;no
CVE-2024-0314;2024;5.4;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0315;2024;6.6;MEDIUM;LOCAL;LOW;LOW;NONE;HIGH;LOW;LOW;no
CVE-2024-0316;2024;6.8;MEDIUM;LOCAL;LOW;NONE;NONE;NONE;LOW;HIGH;no
CVE-2024-0317;2024;5.4;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0318;2024;5.4;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0319;2024;5.4;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0320;2024;5.4;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0321;2024;4.0;MEDIUM;LOCAL;LOW;NONE;NONE;NONE;NONE;LOW;no
CVE-2024-0322;2024;4.4;MEDIUM;LOCAL;LOW;NONE;REQUIRED;LOW;NONE;LOW;no
CVE-2024-0323;2024;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2024-0324;2024;8.2;HIGH;;;;;;;;yes
CVE-2024-0325;2024;3.6;LOW;LOCAL;HIGH;LOW;NONE;LOW;LOW;NONE;no
CVE-2024-0326;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0333;2024;5.3;MEDIUM;NETWORK;HIGH;NONE;REQUIRED;NONE;HIGH;NONE;no
CVE-2024-0334;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0335;2024;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2024-0336;2024;9.4;CRITICAL;NETWORK;LOW;LOW;NONE;;;;no
CVE-2024-0337;2024;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2024-0338;2024;7.3;HIGH;LOCAL;LOW;LOW;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2024-0340;2024;4.4;MEDIUM;LOCAL;LOW;HIGH;NONE;HIGH;NONE;NONE;no
CVE-2024-0341;2024;3.5;LOW;;;;;;;;no
CVE-2024-0342;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0343;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0344;2024;5.5;MEDIUM;;;;;;;;no
CVE-2024-0345;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0346;2024;3.5;LOW;;;;;;;;no
CVE-2024-0347;2024;3.7;LOW;;;;;;;;no
CVE-2024-0348;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0349;2024;3.7;LOW;;;;;;;;no
CVE-2024-0350;2024;3.1;LOW;;;;;;;;no
CVE-2024-0351;2024;3.1;LOW;;;;;;;;no
CVE-2024-0352;2024;7.3;HIGH;;;;;;;;yes
CVE-2024-0353;2024;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0354;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0355;2024;5.5;MEDIUM;;;;;;;;no
CVE-2024-0356;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0357;2024;5.5;MEDIUM;;;;;;;;yes
CVE-2024-0358;2024;5.3;MEDIUM;;;;;;;;yes
CVE-2024-0359;2024;7.3;HIGH;;;;;;;;yes
CVE-2024-0360;2024;5.5;MEDIUM;;;;;;;;no
CVE-2024-0361;2024;5.5;MEDIUM;;;;;;;;no
CVE-2024-0362;2024;5.5;MEDIUM;;;;;;;;no
CVE-2024-0363;2024;5.5;MEDIUM;;;;;;;;no
CVE-2024-0364;2024;5.5;MEDIUM;;;;;;;;no
CVE-2024-0365;2024;6.5;MEDIUM;NETWORK;LOW;HIGH;NONE;HIGH;HIGH;NONE;no
CVE-2024-0366;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0367;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0368;2024;8.6;HIGH;;;;;;;;yes
CVE-2024-0369;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0370;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0371;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0372;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0373;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0374;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0376;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0377;2024;5.3;MEDIUM;;;;;;;;no
CVE-2024-0378;2024;6.5;MEDIUM;;;;;;;;yes
CVE-2024-0379;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0380;2024;5.4;MEDIUM;;;;;;;;no
CVE-2024-0381;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0382;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0383;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0384;2024;6.4;MEDIUM;;;;;;;;no
CVE-2024-0385;2024;4.3;MEDIUM;;;;;;;;no
CVE-2024-0386;2024;7.2;HIGH;;;;;;;;no
CVE-2024-0387;2024;6.5;MEDIUM;ADJACENT_NETWORK;LOW;LOW;NONE;LOW;LOW;LOW;no
CVE-2024-0389;2024;6.3;MEDIUM;;;;;;;;no
CVE-2024-0390;2024;6.2;MEDIUM;LOCAL;LOW;NONE;NONE;HIGH;NONE;NONE;no
CVE-2024-0391;2024;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;NONE;yes
CVE-2024-0392;2024;5.4;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;LOW;no
CVE-2024-0394;2024;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2024-0396;2024;7.1;HIGH;NETWORK;LOW;LOW;NONE;NONE;LOW;HIGH;no
CVE-2024-0397;2024;7.4;HIGH;NETWORK;HIGH;NONE;NONE;HIGH;NONE;HIGH;no
CVE-2024-0399;2024;8.1;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;NONE;no
